Admin 1 PCode,Admin 1 Name,Admin 2 PCode,Admin 2 Name,Description,Cluster,Category,Population,In Need,Targeted,Affected,Reached,Info
,,SD13025,Soudari,Education,EDU,Non-hosting population,,74287,22370,,,
,,SD13025,Soudari,Education,EDU,total,,75763,23002,,,
,,SD13025,Soudari,Food Security and Livelihoods,FSC,Adult,,67592,70965,,,
,,SD13025,Soudari,Food Security and Livelihoods,FSC,Children,,76809,1494,,,
,,SD13025,Soudari,Food Security and Livelihoods,FSC,Elderly,,9217,2241,,,
,,SD13025,Soudari,Food Security and Livelihoods,FSC,Female,,76809,40861,,,
,,SD13025,Soudari,Food Security and Livelihoods,FSC,Host Communities,,3089,3004,,,
,,SD13025,Soudari,Food Security and Livelihoods,FSC,IDP,,2824,2405,,,
,,SD13025,Soudari,Food Security and Livelihoods,FSC,Male,,76809,33839,,,
,,SD13025,Soudari,Food Security and Livelihoods,FSC,Non-hosting population,,175921,69291,,,
,,SD13025,Soudari,Food Security and Livelihoods,FSC,People with disability,,23043,1867,,,
,,SD13025,Soudari,Food Security and Livelihoods,FSC,total,,181834,74700,,,
,,SD13025,Soudari,Health,HEA,Adult,,34405,16587,,,
,,SD13025,Soudari,Health,HEA,Children,,49723,19690,,,
,,SD13025,Soudari,Health,HEA,Elderly,,4158,2030,,,
,,SD13025,Soudari,Health,HEA,Female,,44666,19537,,,
,,SD13025,Soudari,Health,HEA,Host Communities,,2616,1529,,,
,,SD13025,Soudari,Health,HEA,IDP,,2786,1612,,,
,,SD13025,Soudari,Health,HEA,Male,,43619,18770,,,
,,SD13025,Soudari,Health,HEA,Non-hosting population,,119838,35166,,,
,,SD13025,Soudari,Health,HEA,People with disability,,31991,5746,,,
,,SD13025,Soudari,Health,HEA,total,,125240,38307,,,
,,SD13025,Soudari,Multi-Purpose Cash,MPC,Adult,,,4431,,,
,,SD13025,Soudari,Multi-Purpose Cash,MPC,Children,,,5260,,,
,,SD13025,Soudari,Multi-Purpose Cash,MPC,Elderly,,,542,,,
,,SD13025,Soudari,Multi-Purpose Cash,MPC,Female,,,5147,,,
,,SD13025,Soudari,Multi-Purpose Cash,MPC,Host Communities,,,206,,,
,,SD13025,Soudari,Multi-Purpose Cash,MPC,IDP,,,290,,,
,,SD13025,Soudari,Multi-Purpose Cash,MPC,Male,,,5086,,,
,,SD13025,Soudari,Multi-Purpose Cash,MPC,Non-hosting population,,,9737,,,
,,SD13025,Soudari,Multi-Purpose Cash,MPC,People with disability,,,1535,,,
,,SD13025,Soudari,Multi-Purpose Cash,MPC,total,,,10233,,,
,,SD13025,Soudari,Nutrition,NUT,Adult,,4350,2885,,,
,,SD13025,Soudari,Nutrition,NUT,Children,,21403,16766,,,
,,SD13025,Soudari,Nutrition,NUT,Female,,15266,11436,,,
,,SD13025,Soudari,Nutrition,NUT,Host Communities,,351,219,,,
,,SD13025,Soudari,Nutrition,NUT,IDP,,357,232,,,
,,SD13025,Soudari,Nutrition,NUT,Male,,10487,8216,,,
,,SD13025,Soudari,Nutrition,NUT,Non-hosting population,,31266,19187,,,
,,SD13025,Soudari,Nutrition,NUT,total,,31974,19638,,,
,,SD13025,Soudari,General Protection,PRO,Adult,,26293,8357,,,
,,SD13025,Soudari,General Protection,PRO,Children,,25443,8086,,,
,,SD13025,Soudari,General Protection,PRO,Elderly,,2872,913,,,
,,SD13025,Soudari,General Protection,PRO,Female,,27474,8732,,,
,,SD13025,Soudari,General Protection,PRO,Host Communities,,648,187,,,
,,SD13025,Soudari,General Protection,PRO,IDP,,2266,807,,,
,,SD13025,Soudari,General Protection,PRO,Male,,27134,8624,,,
,,SD13025,Soudari,General Protection,PRO,Non-hosting population,,66194,16362,,,
,,SD13025,Soudari,General Protection,PRO,People with disability,,8191,2603,,,
,,SD13025,Soudari,General Protection,PRO,total,,69108,17356,,,
,,SD13025,Soudari,Child Protection,PRO-CPN,Adult,,5463,71,,,
,,SD13025,Soudari,Child Protection,PRO-CPN,Children,,33819,1072,,,
,,SD13025,Soudari,Child Protection,PRO-CPN,Female,,19763,585,,,
,,SD13025,Soudari,Child Protection,PRO-CPN,Host Communities,,642,520,,,
,,SD13025,Soudari,Child Protection,PRO-CPN,IDP,,1606,103,,,
,,SD13025,Soudari,Child Protection,PRO-CPN,Male,,19519,558,,,
,,SD13025,Soudari,Child Protection,PRO-CPN,Non-hosting population,,34538,520,,,
,,SD13025,Soudari,Child Protection,PRO-CPN,People with disability,,5893,171,,,
,,SD13025,Soudari,Child Protection,PRO-CPN,total,,36786,1143,,,
,,SD13025,Soudari,Gender-Based Violence (GBV),PRO-GBV,Adult,,21568,2411,,,
,,SD13025,Soudari,Gender-Based Violence (GBV),PRO-GBV,Children,,21569,2411,,,
,,SD13025,Soudari,Gender-Based Violence (GBV),PRO-GBV,Elderly,,881,99,,,
,,SD13025,Soudari,Gender-Based Violence (GBV),PRO-GBV,Female,,39617,4429,,,
,,SD13025,Soudari,Gender-Based Violence (GBV),PRO-GBV,Host Communities,,1409,147,,,
,,SD13025,Soudari,Gender-Based Violence (GBV),PRO-GBV,IDP,,2686,1012,,,
,,SD13025,Soudari,Gender-Based Violence (GBV),PRO-GBV,Male,,4401,492,,,
,,SD13025,Soudari,Gender-Based Violence (GBV),PRO-GBV,Non-hosting population,,35591,3042,,,
,,SD13025,Soudari,Gender-Based Violence (GBV),PRO-GBV,People with disability,,6603,492,,,
,,SD13025,Soudari,Gender-Based Violence (GBV),PRO-GBV,total,,39686,4200,,,
,,SD13025,Soudari,Mine Action,PRO-MIN,Adult,,17435,6614,,,
,,SD13025,Soudari,Mine Action,PRO-MIN,Children,,25263,7369,,,
,,SD13025,Soudari,Mine Action,PRO-MIN,Elderly,,2139,860,,,
,,SD13025,Soudari,Mine Action,PRO-MIN,Female,,22688,7406,,,
,,SD13025,Soudari,Mine Action,PRO-MIN,Host Communities,,986,356,,,
,,SD13025,Soudari,Mine Action,PRO-MIN,IDP,,2659,534,,,
,,SD13025,Soudari,Mine Action,PRO-MIN,Male,,22149,7437,,,
,,SD13025,Soudari,Mine Action,PRO-MIN,Non-hosting population,,60911,13953,,,
,,SD13025,Soudari,Mine Action,PRO-MIN,People with disability,,,2221,,,
,,SD13025,Soudari,Mine Action,PRO-MIN,total,,64556,14842,,,
,,SD13025,Soudari,Emergency Shelter and Non-Food Items,SHL,Adult,,1259,726,,,
,,SD13025,Soudari,Emergency Shelter and Non-Food Items,SHL,Children,,1819,899,,,
,,SD13025,Soudari,Emergency Shelter and Non-Food Items,SHL,Elderly,,152,103,,,
,,SD13025,Soudari,Emergency Shelter and Non-Food Items,SHL,Female,,1634,874,,,
,,SD13025,Soudari,Emergency Shelter and Non-Food Items,SHL,Host Communities,,1942,140,,,
,,SD13025,Soudari,Emergency Shelter and Non-Food Items,SHL,IDP,,2056,702,,,
,,SD13025,Soudari,Emergency Shelter and Non-Food Items,SHL,Male,,1596,854,,,
,,SD13025,Soudari,Emergency Shelter and Non-Food Items,SHL,Non-hosting population,,39601,886,,,
,,SD13025,Soudari,Emergency Shelter and Non-Food Items,SHL,People with disability,,485,259,,,
,,SD13025,Soudari,Emergency Shelter and Non-Food Items,SHL,total,,43599,1728,,,
,,SD13025,Soudari,"Water, Sanitation and Hygiene",WSH,Adult,,82073,28145,,,
,,SD13025,Soudari,"Water, Sanitation and Hygiene",WSH,Children,,133091,45641,,,
,,SD13025,Soudari,"Water, Sanitation and Hygiene",WSH,Elderly,,6655,2282,,,
,,SD13025,Soudari,"Water, Sanitation and Hygiene",WSH,Female,,113128,38795,,,
,,SD13025,Soudari,"Water, Sanitation and Hygiene",WSH,Host Communities,,3186,1664,,,
,,SD13025,Soudari,"Water, Sanitation and Hygiene",WSH,IDP,,2928,1639,,,
,,SD13025,Soudari,"Water, Sanitation and Hygiene",WSH,Male,,108691,37273,,,
,,SD13025,Soudari,"Water, Sanitation and Hygiene",WSH,Non-hosting population,,175720,72765,,,
,,SD13025,Soudari,"Water, Sanitation and Hygiene",WSH,People with disability,,26618,9129,,,
,,SD13025,Soudari,"Water, Sanitation and Hygiene",WSH,total,,181834,76068,,,
,,SD13026,Bara,Final caseload,ALL,Adult,147131,85009,52240,,,
,,SD13026,Bara,Final caseload,ALL,Children,174654,100911,62013,,,
,,SD13026,Bara,Final caseload,ALL,Elderly,18009,10405,6394,,,
,,SD13026,Bara,Final caseload,ALL,Female,170916,98752,60686,,,
,,SD13026,Bara,Final caseload,ALL,Host Communities,36734,23039,28510,,,
,,SD13026,Bara,Final caseload,ALL,IDP,36734,55982,25946,,,
,,SD13026,Bara,Final caseload,ALL,Male,168878,97574,59962,,,
,,SD13026,Bara,Final caseload,ALL,Non-hosting population,266326,,66192,,,
,,SD13026,Bara,Final caseload,ALL,People with disability,50969,29449,18097,,,
,,SD13026,Bara,Final caseload,ALL,total,339794,196325,120648,,,
,,SD13026,Bara,Site Management,CCM,Adult,,6443,2621,,,
,,SD13026,Bara,Site Management,CCM,Children,,9009,3696,,,
,,SD13026,Bara,Site Management,CCM,Elderly,,1004,403,,,
,,SD13026,Bara,Site Management,CCM,Female,,8637,3562,,,
,,SD13026,Bara,Site Management,CCM,IDP,,16578,6720,,,
,,SD13026,Bara,Site Management,CCM,Male,,7820,3158,,,
,,SD13026,Bara,Site Management,CCM,People with disability,,556,1008,,,
,,SD13026,Bara,Site Management,CCM,total,,16578,6720,,,
,,SD13026,Bara,Education,EDU,Children,,60769,20082,,,
,,SD13026,Bara,Education,EDU,Female,,30992,10242,,,
,,SD13026,Bara,Education,EDU,Host Communities,,7028,2750,,,
,,SD13026,Bara,Education,EDU,IDP,,6636,3100,,,
,,SD13026,Bara,Education,EDU,Male,,29777,9840,,,
,,SD13026,Bara,Education,EDU,Non-hosting population,,47263,14232,,,
,,SD13026,Bara,Education,EDU,total,,60926,20082,,,
,,SD13026,Bara,Food Security and Livelihoods,FSC,Adult,,73569,89446,,,
,,SD13026,Bara,Food Security and Livelihoods,FSC,Children,,83601,1883,,,
,,SD13026,Bara,Food Security and Livelihoods,FSC,Elderly,,10032,2825,,,
,,SD13026,Bara,Food Security and Livelihoods,FSC,Female,,83601,51502,,,
,,SD13026,Bara,Food Security and Livelihoods,FSC,Host Communities,,28595,27806,,,
,,SD13026,Bara,Food Security and Livelihoods,FSC,IDP,,26145,22264,,,
,,SD13026,Bara,Food Security and Livelihoods,FSC,Male,,83601,42652,,,
,,SD13026,Bara,Food Security and Livelihoods,FSC,Non-hosting population,,111924,44084,,,
,,SD13026,Bara,Food Security and Livelihoods,FSC,People with disability,,25080,2354,,,
,,SD13026,Bara,Food Security and Livelihoods,FSC,total,,166663,94154,,,
,,SD13026,Bara,Health,HEA,Adult,,49039,22279,,,
,,SD13026,Bara,Health,HEA,Children,,82616,26447,,,
,,SD13026,Bara,Health,HEA,Elderly,,6090,2727,,,
,,SD13026,Bara,Health,HEA,Female,,73509,26241,,,
,,SD13026,Bara,Health,HEA,Host Communities,,24219,14155,,,
,,SD13026,Bara,Health,HEA,IDP,,25790,14925,,,
,,SD13026,Bara,Health,HEA,Male,,64236,25212,,,
,,SD13026,Bara,Health,HEA,Non-hosting population,,76243,22373,,,
,,SD13026,Bara,Health,HEA,People with disability,,25320,7718,,,
,,SD13026,Bara,Health,HEA,total,,126252,51452,,,
,,SD13026,Bara,Multi-Purpose Cash,MPC,Adult,,,4669,,,
,,SD13026,Bara,Multi-Purpose Cash,MPC,Children,,,5542,,,
,,SD13026,Bara,Multi-Purpose Cash,MPC,Elderly,,,571,,,
,,SD13026,Bara,Multi-Purpose Cash,MPC,Female,,,5423,,,
,,SD13026,Bara,Multi-Purpose Cash,MPC,Host Communities,,,1906,,,
,,SD13026,Bara,Multi-Purpose Cash,MPC,IDP,,,2681,,,
,,SD13026,Bara,Multi-Purpose Cash,MPC,Male,,,5359,,,
,,SD13026,Bara,Multi-Purpose Cash,MPC,Non-hosting population,,,6195,,,
,,SD13026,Bara,Multi-Purpose Cash,MPC,People with disability,,,1617,,,
,,SD13026,Bara,Multi-Purpose Cash,MPC,total,,,10782,,,
,,SD13026,Bara,Nutrition,NUT,Adult,,3789,2328,,,
,,SD13026,Bara,Nutrition,NUT,Children,,18410,14064,,,
,,SD13026,Bara,Nutrition,NUT,Female,,13178,9501,,,
,,SD13026,Bara,Nutrition,NUT,Host Communities,,3251,2030,,,
,,SD13026,Bara,Nutrition,NUT,IDP,,3306,2147,,,
,,SD13026,Bara,Nutrition,NUT,Male,,9021,6892,,,
,,SD13026,Bara,Nutrition,NUT,Non-hosting population,,19892,12207,,,
,,SD13026,Bara,Nutrition,NUT,total,,26449,16384,,,
,,SD13026,Bara,General Protection,PRO,Adult,,35657,9446,,,
,,SD13026,Bara,General Protection,PRO,Children,,34505,9141,,,
,,SD13026,Bara,General Protection,PRO,Elderly,,3895,1032,,,
,,SD13026,Bara,General Protection,PRO,Female,,37259,9870,,,
,,SD13026,Bara,General Protection,PRO,Host Communities,,5999,1734,,,
,,SD13026,Bara,General Protection,PRO,IDP,,20980,7475,,,
,,SD13026,Bara,General Protection,PRO,Male,,36798,9749,,,
,,SD13026,Bara,General Protection,PRO,Non-hosting population,,42113,10410,,,
,,SD13026,Bara,General Protection,PRO,People with disability,,11109,2943,,,
,,SD13026,Bara,General Protection,PRO,total,,69092,19619,,,
,,SD13026,Bara,Child Protection,PRO-CPN,Adult,,7008,437,,,
,,SD13026,Bara,Child Protection,PRO-CPN,Children,,52187,6814,,,
,,SD13026,Bara,Child Protection,PRO-CPN,Female,,29782,3700,,,
,,SD13026,Bara,Child Protection,PRO-CPN,Host Communities,,7927,520,,,
,,SD13026,Bara,Child Protection,PRO-CPN,IDP,,19825,6211,,,
,,SD13026,Bara,Child Protection,PRO-CPN,Male,,29413,3551,,,
,,SD13026,Bara,Child Protection,PRO-CPN,Non-hosting population,,29298,520,,,
,,SD13026,Bara,Child Protection,PRO-CPN,People with disability,,8880,1087,,,
,,SD13026,Bara,Child Protection,PRO-CPN,total,,57050,7251,,,
,,SD13026,Bara,Gender-Based Violence (GBV),PRO-GBV,Adult,,30031,5889,,,
,,SD13026,Bara,Gender-Based Violence (GBV),PRO-GBV,Children,,30032,5889,,,
,,SD13026,Bara,Gender-Based Violence (GBV),PRO-GBV,Elderly,,1226,241,,,
,,SD13026,Bara,Gender-Based Violence (GBV),PRO-GBV,Female,,55161,10817,,,
,,SD13026,Bara,Gender-Based Violence (GBV),PRO-GBV,Host Communities,,13046,1360,,,
,,SD13026,Bara,Gender-Based Violence (GBV),PRO-GBV,IDP,,24865,9364,,,
,,SD13026,Bara,Gender-Based Violence (GBV),PRO-GBV,Male,,6128,1202,,,
,,SD13026,Bara,Gender-Based Violence (GBV),PRO-GBV,Non-hosting population,,22644,1935,,,
,,SD13026,Bara,Gender-Based Violence (GBV),PRO-GBV,People with disability,,9194,1202,,,
,,SD13026,Bara,Gender-Based Violence (GBV),PRO-GBV,total,,60555,12659,,,
,,SD13026,Bara,Mine Action,PRO-MIN,Adult,,19027,7625,,,
,,SD13026,Bara,Mine Action,PRO-MIN,Children,,30598,8496,,,
,,SD13026,Bara,Mine Action,PRO-MIN,Elderly,,2374,991,,,
,,SD13026,Bara,Mine Action,PRO-MIN,Female,,27436,8539,,,
,,SD13026,Bara,Mine Action,PRO-MIN,Host Communities,,9129,3294,,,
,,SD13026,Bara,Mine Action,PRO-MIN,IDP,,24613,4943,,,
,,SD13026,Bara,Mine Action,PRO-MIN,Male,,24563,8574,,,
,,SD13026,Bara,Mine Action,PRO-MIN,Non-hosting population,,38753,8877,,,
,,SD13026,Bara,Mine Action,PRO-MIN,People with disability,,,2562,,,
,,SD13026,Bara,Mine Action,PRO-MIN,total,,72495,17113,,,
,,SD13026,Bara,Emergency Shelter and Non-Food Items,SHL,Adult,,12139,2340,,,
,,SD13026,Bara,Emergency Shelter and Non-Food Items,SHL,Children,,20451,3075,,,
,,SD13026,Bara,Emergency Shelter and Non-Food Items,SHL,Elderly,,1508,345,,,
,,SD13026,Bara,Emergency Shelter and Non-Food Items,SHL,Female,,18197,3074,,,
,,SD13026,Bara,Emergency Shelter and Non-Food Items,SHL,Host Communities,,17982,1298,,,
,,SD13026,Bara,Emergency Shelter and Non-Food Items,SHL,IDP,,19034,3899,,,
,,SD13026,Bara,Emergency Shelter and Non-Food Items,SHL,Male,,15901,2686,,,
,,SD13026,Bara,Emergency Shelter and Non-Food Items,SHL,Non-hosting population,,25195,563,,,
,,SD13026,Bara,Emergency Shelter and Non-Food Items,SHL,People with disability,,5115,864,,,
,,SD13026,Bara,Emergency Shelter and Non-Food Items,SHL,total,,62211,5760,,,
,,SD13026,Bara,"Water, Sanitation and Hygiene",WSH,Adult,,69554,28444,,,
,,SD13026,Bara,"Water, Sanitation and Hygiene",WSH,Children,,112791,46125,,,
,,SD13026,Bara,"Water, Sanitation and Hygiene",WSH,Elderly,,5640,2306,,,
,,SD13026,Bara,"Water, Sanitation and Hygiene",WSH,Female,,95872,39206,,,
,,SD13026,Bara,"Water, Sanitation and Hygiene",WSH,Host Communities,,29493,15405,,,
,,SD13026,Bara,"Water, Sanitation and Hygiene",WSH,IDP,,27104,15176,,,
,,SD13026,Bara,"Water, Sanitation and Hygiene",WSH,Male,,92113,37669,,,
,,SD13026,Bara,"Water, Sanitation and Hygiene",WSH,Non-hosting population,,111796,46294,,,
,,SD13026,Bara,"Water, Sanitation and Hygiene",WSH,People with disability,,22558,9225,,,
,,SD13026,Bara,"Water, Sanitation and Hygiene",WSH,total,,168393,76875,,,
,,SD13027,Gebrat Al Sheikh,Final caseload,ALL,Adult,155259,79654,42173,,,
,,SD13027,Gebrat Al Sheikh,Final caseload,ALL,Children,184302,94554,50062,,,
,,SD13027,Gebrat Al Sheikh,Final caseload,ALL,Elderly,19004,9750,5162,,,
,,SD13027,Gebrat Al Sheikh,Final caseload,ALL,Female,180358,92531,48991,,,
,,SD13027,Gebrat Al Sheikh,Final caseload,ALL,Host Communities,8403,63470,6522,,,
,,SD13027,Gebrat Al Sheikh,Final caseload,ALL,IDP,8403,50355,5935,,,
,,SD13027,Gebrat Al Sheikh,Final caseload,ALL,Male,178207,91427,48406,,,
,,SD13027,Gebrat Al Sheikh,Final caseload,ALL,Non-hosting population,341759,8200,84940,,,
,,SD13027,Gebrat Al Sheikh,Final caseload,ALL,People with disability,53785,27594,14610,,,
,,SD13027,Gebrat Al Sheikh,Final caseload,ALL,total,358565,183958,97397,,,
,,SD13027,Gebrat Al Sheikh,Site Management,CCM,Adult,,1452,599,,,
,,SD13027,Gebrat Al Sheikh,Site Management,CCM,Children,,2030,845,,,
,,SD13027,Gebrat Al Sheikh,Site Management,CCM,Elderly,,226,92,,,
,,SD13027,Gebrat Al Sheikh,Site Management,CCM,Female,,1947,815,,,
,,SD13027,Gebrat Al Sheikh,Site Management,CCM,IDP,,3792,1537,,,
,,SD13027,Gebrat Al Sheikh,Site Management,CCM,Male,,1762,722,,,
,,SD13027,Gebrat Al Sheikh,Site Management,CCM,People with disability,,1137,231,,,
,,SD13027,Gebrat Al Sheikh,Site Management,CCM,total,,3792,1537,,,
,,SD13027,Gebrat Al Sheikh,Education,EDU,Children,,64368,19601,,,
,,SD13027,Gebrat Al Sheikh,Education,EDU,Female,,32828,9997,,,
,,SD13027,Gebrat Al Sheikh,Education,EDU,Host Communities,,1608,629,,,
,,SD13027,Gebrat Al Sheikh,Education,EDU,IDP,,1518,709,,,
,,SD13027,Gebrat Al Sheikh,Education,EDU,Male,,31540,9605,,,
,,SD13027,Gebrat Al Sheikh,Education,EDU,Non-hosting population,,60649,18263,,,
,,SD13027,Gebrat Al Sheikh,Education,EDU,total,,63775,19601,,,
,,SD13027,Gebrat Al Sheikh,Food Security and Livelihoods,FSC,Adult,,57821,64623,,,
,,SD13027,Gebrat Al Sheikh,Food Security and Livelihoods,FSC,Children,,65706,1360,,,
,,SD13027,Gebrat Al Sheikh,Food Security and Livelihoods,FSC,Elderly,,7885,2041,,,
,,SD13027,Gebrat Al Sheikh,Food Security and Livelihoods,FSC,Female,,65706,37209,,,
,,SD13027,Gebrat Al Sheikh,Food Security and Livelihoods,FSC,Host Communities,,6541,6361,,,
,,SD13027,Gebrat Al Sheikh,Food Security and Livelihoods,FSC,IDP,,5981,5093,,,
,,SD13027,Gebrat Al Sheikh,Food Security and Livelihoods,FSC,Male,,65706,30815,,,
,,SD13027,Gebrat Al Sheikh,Food Security and Livelihoods,FSC,Non-hosting population,,143625,56570,,,
,,SD13027,Gebrat Al Sheikh,Food Security and Livelihoods,FSC,People with disability,,19712,1701,,,
,,SD13027,Gebrat Al Sheikh,Food Security and Livelihoods,FSC,total,,156146,68024,,,
,,SD13027,Gebrat Al Sheikh,Health,HEA,Adult,,49278,15312,,,
,,SD13027,Gebrat Al Sheikh,Health,HEA,Children,,69289,18176,,,
,,SD13027,Gebrat Al Sheikh,Health,HEA,Elderly,,5284,1874,,,
,,SD13027,Gebrat Al Sheikh,Health,HEA,Female,,61018,18035,,,
,,SD13027,Gebrat Al Sheikh,Health,HEA,Host Communities,,5540,3238,,,
,,SD13027,Gebrat Al Sheikh,Health,HEA,IDP,,5900,3414,,,
,,SD13027,Gebrat Al Sheikh,Health,HEA,Male,,62833,17327,,,
,,SD13027,Gebrat Al Sheikh,Health,HEA,Non-hosting population,,97838,28710,,,
,,SD13027,Gebrat Al Sheikh,Health,HEA,People with disability,,10728,5304,,,
,,SD13027,Gebrat Al Sheikh,Health,HEA,total,,109277,35362,,,
,,SD13027,Gebrat Al Sheikh,Multi-Purpose Cash,MPC,Adult,,,3896,,,
,,SD13027,Gebrat Al Sheikh,Multi-Purpose Cash,MPC,Children,,,4625,,,
,,SD13027,Gebrat Al Sheikh,Multi-Purpose Cash,MPC,Elderly,,,477,,,
,,SD13027,Gebrat Al Sheikh,Multi-Purpose Cash,MPC,Female,,,4526,,,
,,SD13027,Gebrat Al Sheikh,Multi-Purpose Cash,MPC,Host Communities,,,436,,,
,,SD13027,Gebrat Al Sheikh,Multi-Purpose Cash,MPC,IDP,,,613,,,
,,SD13027,Gebrat Al Sheikh,Multi-Purpose Cash,MPC,Male,,,4472,,,
,,SD13027,Gebrat Al Sheikh,Multi-Purpose Cash,MPC,Non-hosting population,,,7949,,,
,,SD13027,Gebrat Al Sheikh,Multi-Purpose Cash,MPC,People with disability,,,1350,,,
,,SD13027,Gebrat Al Sheikh,Multi-Purpose Cash,MPC,total,,,8999,,,
,,SD13027,Gebrat Al Sheikh,Nutrition,NUT,Adult,,4014,2429,,,
,,SD13027,Gebrat Al Sheikh,Nutrition,NUT,Children,,17450,14201,,,
,,SD13027,Gebrat Al Sheikh,Nutrition,NUT,Female,,12913,9672,,,
,,SD13027,Gebrat Al Sheikh,Nutrition,NUT,Host Communities,,744,464,,,
,,SD13027,Gebrat Al Sheikh,Nutrition,NUT,IDP,,756,491,,,
,,SD13027,Gebrat Al Sheikh,Nutrition,NUT,Male,,8551,6959,,,
,,SD13027,Gebrat Al Sheikh,Nutrition,NUT,Non-hosting population,,25526,15665,,,
,,SD13027,Gebrat Al Sheikh,Nutrition,NUT,total,,27026,16620,,,
,,SD13027,Gebrat Al Sheikh,General Protection,PRO,Adult,,22683,7446,,,
,,SD13027,Gebrat Al Sheikh,General Protection,PRO,Children,,21950,7206,,,
,,SD13027,Gebrat Al Sheikh,General Protection,PRO,Elderly,,2478,814,,,
,,SD13027,Gebrat Al Sheikh,General Protection,PRO,Female,,23702,7781,,,
,,SD13027,Gebrat Al Sheikh,General Protection,PRO,Host Communities,,1372,397,,,
,,SD13027,Gebrat Al Sheikh,General Protection,PRO,IDP,,4799,1710,,,
,,SD13027,Gebrat Al Sheikh,General Protection,PRO,Male,,23409,7684,,,
,,SD13027,Gebrat Al Sheikh,General Protection,PRO,Non-hosting population,,54042,13358,,,
,,SD13027,Gebrat Al Sheikh,General Protection,PRO,People with disability,,7067,2321,,,
,,SD13027,Gebrat Al Sheikh,General Protection,PRO,total,,60213,15465,,,
,,SD13027,Gebrat Al Sheikh,Child Protection,PRO-CPN,Adult,,6541,159,,,
,,SD13027,Gebrat Al Sheikh,Child Protection,PRO-CPN,Children,,41067,2465,,,
,,SD13027,Gebrat Al Sheikh,Child Protection,PRO-CPN,Female,,23952,1340,,,
,,SD13027,Gebrat Al Sheikh,Child Protection,PRO-CPN,Host Communities,,1813,520,,,
,,SD13027,Gebrat Al Sheikh,Child Protection,PRO-CPN,IDP,,4535,1464,,,
,,SD13027,Gebrat Al Sheikh,Child Protection,PRO-CPN,Male,,23656,1284,,,
,,SD13027,Gebrat Al Sheikh,Child Protection,PRO-CPN,Non-hosting population,,37597,640,,,
,,SD13027,Gebrat Al Sheikh,Child Protection,PRO-CPN,People with disability,,7142,393,,,
,,SD13027,Gebrat Al Sheikh,Child Protection,PRO-CPN,total,,43945,2624,,,
,,SD13027,Gebrat Al Sheikh,Gender-Based Violence (GBV),PRO-GBV,Adult,,19841,2565,,,
,,SD13027,Gebrat Al Sheikh,Gender-Based Violence (GBV),PRO-GBV,Children,,19841,2565,,,
,,SD13027,Gebrat Al Sheikh,Gender-Based Violence (GBV),PRO-GBV,Elderly,,810,106,,,
,,SD13027,Gebrat Al Sheikh,Gender-Based Violence (GBV),PRO-GBV,Female,,36443,4712,,,
,,SD13027,Gebrat Al Sheikh,Gender-Based Violence (GBV),PRO-GBV,Host Communities,,2984,311,,,
,,SD13027,Gebrat Al Sheikh,Gender-Based Violence (GBV),PRO-GBV,IDP,,5688,2142,,,
,,SD13027,Gebrat Al Sheikh,Gender-Based Violence (GBV),PRO-GBV,Male,,4049,524,,,
,,SD13027,Gebrat Al Sheikh,Gender-Based Violence (GBV),PRO-GBV,Non-hosting population,,29057,2483,,,
,,SD13027,Gebrat Al Sheikh,Gender-Based Violence (GBV),PRO-GBV,People with disability,,6074,524,,,
,,SD13027,Gebrat Al Sheikh,Gender-Based Violence (GBV),PRO-GBV,total,,37729,4936,,,
,,SD13027,Gebrat Al Sheikh,Mine Action,PRO-MIN,Adult,,15794,5916,,,
,,SD13027,Gebrat Al Sheikh,Mine Action,PRO-MIN,Children,,22318,6591,,,
